Unnamed: 0,acutal_name,place_name,zipcode,place_tweet_id,average_likes,average_reweets,positive_rate,negative_rate
52,Louis Armstrong,Louis Armstrong,11368,ArmstrongHouse,175.30409356725147,44.8421052631579,0.6956521729048519,0.08695652161310649
53,Central Park,Central Park,New Y,CentralParkNYC,87.425,17.608333333333334,0.5333333327407408,0.0999999998888889
54,Carnegie Hall,Carnegie Hall,10019,carnegiehall,31.605263157894736,6.940789473684211,0.5563380277772267,0.1549295773556834
55,Statue of Liberty,Statue of Liberty NM,10004,StatueEllisNPS,89.21656050955414,16.089171974522294,0.44285714222448985,0.1714285711836735
56,New York Transit Museum,NY Transit Museum,11201,NYTransitMuseum,39.13690476190476,7.297619047619047,0.9999999800000003,0.0
57,Fraunces Tavern Museum,Fraunces Tavern® Museum,10004,frauncestavern,5.023529411764706,1.9058823529411764,0.9999999500000026,0.0
58,African Burial Ground National Monument,AfricanBurialGround,New Y,AFBurialGrndNPS,19.34517766497462,6.00507614213198,0.24999999375000015,0.0
59,Stonewall National Monument,Stonewall National Monument,New Y,StonewallNps,7.25,1.8043478260869563,0.4999999750000013,0.0
60,Brooklyn Bridge Park,Brooklyn Bridge Park,11201,bbpnyc,4.237288135593221,1.344632768361582,0.43877550975635154,0.08163265297792587
61,The Shed,The Shed,10001,TheShedNY,3.8072289156626495,1.108433734939759,0.63999999872,0.17999999964
62,Central Park Zoo,Central Park Zoo,10153,centralparkzoo,25.33142857142857,3.3657142857142857,0.6410256393819855,0.15384615345167652
63,The Seaport,The Seaport,10038,TheSeaportNYC,2.7514792899408285,0.5857988165680473,0.5499999990833333,0.13333333311111112
64,Prospect Park,Prospect Park,New Y,prospect_park,10.425149700598803,2.119760479041916,0.3471074377296633,0.1900826444710061
65,Theodore Roosevelt Birthplace,T.R. Birthplace,10010,TRBirthplaceNPS,7.512562814070351,1.8693467336683416,0.5999999880000002,0.39999999200000014
66,Luna Park,Luna Park in Coney Island,11224,LunaParkNYC,14.594736842105265,3.852631578947368,0.5405405400535671,0.07207207200714229
67,High Line,High Line,10001,highlinenyc,15.503875968992247,2.89922480620155,0.7669902905174852,0.18446601923838252
68,Madison Square Garden,MSG,10001,TheGarden,2375.945652173913,421.32065217391306,0.6666666638888888,0.0833333329861111
69,Times Square,Times Square,10036,TimesSquareNYC,64.98809523809524,10.785714285714286,0.5499999972499999,0.24999999874999998
70,Brooklyn Museum,Brooklyn Museum,11238,brooklynmuseum,18.180722891566266,3.3373493975903616,0.39830508440821605,0.10169491516805516
71,Queens Botanical Garden,Queens Botanical Garden,11355,queensbotanicl,4.228915662650603,1.536144578313253,0.6666666444444452,0.0
